,hhcode,idc,ever_admitted,max_level_achieved,currently_enrolled,why_not,region,province,age,sex,marital_status,subprovince code
1561,1211000906.0,4,yes,1.0,no,,urban,1,14,male,unmarried,1211
1562,1211000906.0,5,no,1.0,no,,urban,1,10,male,unmarried,1211
1563,1211000906.0,6,no,0.0,no,,urban,1,6,male,unmarried,1211
1566,1211000907.0,2,no,,no,,urban,1,15,female,unmarried,1211
1567,1211000907.0,3,no,1.0,no,,urban,1,13,male,unmarried,1211
1568,1211000907.0,4,no,12.0,no,,urban,1,11,male,unmarried,1211
1572,1211000908.0,4,yes,,no,,urban,1,15,male,unmarried,1211
1573,1211000908.0,5,yes,12.0,yes,,urban,1,12,female,unmarried,1211
1574,1211000908.0,6,yes,12.0,no,,urban,1,10,male,unmarried,1211
1593,1211001001.0,6,no,,no,,urban,1,14,male,unmarried,1211
1594,1211001001.0,7,no,3.0,no,,urban,1,6,female,unmarried,1211
1603,1211001003.0,4,yes,4.0,yes,,urban,1,14,male,unmarried,1211
1606,1211001004.0,3,yes,7.0,yes,,urban,1,5,male,unmarried,1211
1613,1211001006.0,3,no,13.0,no,,urban,1,14,male,unmarried,1211
1614,1211001006.0,4,yes,12.0,yes,,urban,1,12,male,unmarried,1211
1615,1211001006.0,5,no,9.0,no,,urban,1,7,female,unmarried,1211
1620,1211001008.0,2,no,3.0,no,,urban,1,11,female,unmarried,1211
1621,1211001008.0,3,yes,1.0,yes,,urban,1,9,male,unmarried,1211
1622,1211001008.0,4,no,8.0,no,,urban,1,5,female,unmarried,1211
1640,1211001101.0,4,yes,8.0,no,,urban,1,15,male,unmarried,1211
1641,1211001101.0,5,no,,no,,urban,1,8,male,unmarried,1211
1642,1211001101.0,6,no,1.0,no,,urban,1,6,female,unmarried,1211
1643,1211001101.0,7,no,0.0,no,,urban,1,5,male,unmarried,1211
1648,1211001102.0,5,no,,no,,urban,1,13,female,unmarried,1211
1649,1211001102.0,6,no,,no,,urban,1,12,male,unmarried,1211
1654,1211001103.0,5,no,,no,,urban,1,15,female,unmarried,1211
1655,1211001103.0,6,no,7.0,no,,urban,1,14,female,unmarried,1211
1656,1211001103.0,7,no,,no,,urban,1,12,male,unmarried,1211
1657,1211001103.0,8,no,10.0,no,,urban,1,10,male,unmarried,1211
1665,1211001105.0,4,yes,,yes,,urban,1,14,female,unmarried,1211
1666,1211001105.0,5,yes,,yes,,urban,1,10,female,unmarried,1211
1667,1211001105.0,6,yes,4.0,yes,,urban,1,8,male,unmarried,1211
1675,1211001107.0,3,no,,no,,urban,1,9,male,unmarried,1211
1676,1211001107.0,4,no,8.0,no,,urban,1,7,male,unmarried,1211
1677,1211001107.0,5,yes,6.0,yes,,urban,1,6,male,unmarried,1211
1678,1211001107.0,6,yes,5.0,no,,urban,1,5,female,unmarried,1211
1686,1211001109.0,4,yes,,yes,,urban,1,13,male,unmarried,1211
1687,1211001109.0,5,yes,9.0,yes,,urban,1,8,female,unmarried,1211
1695,1211001111.0,4,yes,,no,,urban,1,15,male,unmarried,1211
1696,1211001111.0,5,no,,no,,urban,1,13,female,unmarried,1211
1697,1211001111.0,6,yes,5.0,no,,urban,1,11,female,unmarried,1211
1698,1211001111.0,7,no,,no,,urban,1,9,male,unmarried,1211
1699,1211001111.0,8,yes,10.0,yes,,urban,1,8,male,unmarried,1211
1700,1211001111.0,9,no,9.0,no,,urban,1,5,female,unmarried,1211
1703,1211001112.0,3,no,,no,,urban,1,14,female,unmarried,1211
1713,1211001201.0,4,no,,no,,urban,1,15,male,unmarried,1211
1716,1211001202.0,5,no,,no,,urban,1,14,male,unmarried,1211
1719,1211001203.0,3,yes,,yes,,urban,1,10,female,unmarried,1211
1720,1211001203.0,4,no,,no,,urban,1,8,female,unmarried,1211
1725,1211001204.0,5,no,,no,,urban,1,15,male,unmarried,1211
1726,1211001204.0,6,no,,no,,urban,1,13,male,unmarried,1211
1729,1211001205.0,3,no,8.0,no,,urban,1,15,male,unmarried,1211
1730,1211001205.0,4,no,8.0,no,,urban,1,13,female,unmarried,1211
1731,1211001205.0,5,no,,no,,urban,1,12,female,unmarried,1211
1732,1211001205.0,6,no,2.0,no,,urban,1,9,female,unmarried,1211
1739,1211001208.0,3,yes,,yes,,urban,1,15,male,unmarried,1211
1740,1211001208.0,4,no,,no,,urban,1,13,female,unmarried,1211
1741,1211001208.0,5,no,,no,,urban,1,10,female,unmarried,1211
1742,1211001208.0,6,no,,no,,urban,1,6,male,unmarried,1211
1745,1211001209.0,3,no,6.0,no,,urban,1,15,male,unmarried,1211
1756,1221000101.0,5,no,20.0,no,,urban,1,14,female,unmarried,1221
1760,1221000103.0,3,yes,3.0,yes,,urban,1,13,male,unmarried,1221
1770,1221000106.0,3,yes,0.0,yes,,urban,1,11,male,unmarried,1221
1771,1221000106.0,4,yes,5.0,yes,,urban,1,8,female,unmarried,1221
1779,1221000108.0,5,yes,8.0,yes,,urban,1,5,male,unmarried,1221
1780,1221000108.0,6,no,,no,,urban,1,5,male,unmarried,1221
1785,1221000109.0,4,no,,no,2.0,urban,1,14,female,unmarried,1221
1786,1221000109.0,5,no,,no,2.0,urban,1,11,female,unmarried,1221
1787,1221000109.0,6,no,0.0,no,2.0,urban,1,6,female,unmarried,1221
1799,1221000201.0,4,yes,8.0,no,11.0,urban,1,13,male,unmarried,1221
1800,1221000201.0,5,yes,,yes,,urban,1,10,female,unmarried,1221
1805,1221000202.0,3,no,8.0,no,,urban,1,6,male,unmarried,1221
1812,1221000205.0,3,yes,,yes,,urban,1,10,female,unmarried,1221
1813,1221000205.0,4,yes,,yes,,urban,1,7,female,unmarried,1221
1820,1221000206.0,6,no,,no,,urban,1,12,female,unmarried,1221
1832,1221000210.0,3,yes,1.0,no,,urban,1,8,female,unmarried,1221
1836,1221000211.0,3,yes,,yes,,urban,1,5,female,unmarried,1221
1840,1221000212.0,3,yes,,yes,,urban,1,15,male,unmarried,1221
1844,1221000301.0,4,no,,no,,urban,1,15,male,unmarried,1221
1845,1221000301.0,5,no,,no,,urban,1,12,male,unmarried,1221
1846,1221000301.0,6,no,2.0,no,,urban,1,11,female,unmarried,1221
1847,1221000301.0,7,no,,no,,urban,1,6,female,unmarried,1221
1852,1221000303.0,2,no,,no,,urban,1,9,female,unmarried,1221
1853,1221000303.0,3,yes,3.0,yes,,urban,1,7,male,unmarried,1221
1854,1221000303.0,4,no,,no,,urban,1,5,female,unmarried,1221
1860,1221000305.0,3,no,,no,,urban,1,11,male,unmarried,1221
1868,1221000307.0,3,yes,8.0,yes,,urban,1,15,female,unmarried,1221
1874,1221000308.0,6,yes,1.0,yes,,urban,1,15,female,unmarried,1221
1875,1221000308.0,7,yes,,yes,,urban,1,13,male,unmarried,1221
1876,1221000308.0,8,yes,,yes,,urban,1,11,male,unmarried,1221
1878,1221000309.0,2,yes,12.0,yes,,urban,1,15,male,unmarried,1221
1879,1221000309.0,3,yes,5.0,yes,,urban,1,14,female,unmarried,1221
1885,1221000311.0,4,yes,10.0,yes,,urban,1,14,female,unmarried,1221
1886,1221000311.0,5,yes,10.0,yes,,urban,1,12,female,unmarried,1221
1887,1221000311.0,6,no,8.0,no,10.0,urban,1,7,female,unmarried,1221
1892,1221000312.0,5,yes,,yes,,urban,1,14,male,unmarried,1221
1893,1221000312.0,6,no,,no,10.0,urban,1,12,male,unmarried,1221
1904,1221000403.0,3,no,10.0,no,,urban,1,8,female,unmarried,1221
1915,1221000404.0,6,yes,9.0,yes,,urban,1,10,male,unmarried,1221
1923,1221000406.0,3,yes,,yes,,urban,1,10,male,unmarried,1221
1929,1221000407.0,5,yes,10.0,yes,,urban,1,14,female,unmarried,1221
1930,1221000407.0,6,no,,no,,urban,1,12,female,unmarried,1221
1934,1221000408.0,4,no,,no,11.0,urban,1,12,male,unmarried,1221
1935,1221000408.0,5,no,,no,11.0,urban,1,10,male,unmarried,1221
1936,1221000408.0,6,no,10.0,no,11.0,urban,1,8,male,unmarried,1221
1937,1221000408.0,7,no,12.0,no,11.0,urban,1,6,male,unmarried,1221
1952,1221000411.0,2,yes,6.0,no,,urban,1,12,male,unmarried,1221
1957,1221000412.0,5,no,,no,,urban,1,15,male,unmarried,1221
1965,1221000502.0,4,yes,4.0,yes,,urban,1,14,female,unmarried,1221
1966,1221000502.0,5,yes,0.0,yes,,urban,1,12,female,unmarried,1221
1967,1221000502.0,6,yes,,yes,,urban,1,7,female,unmarried,1221
1970,1221000503.0,3,yes,,yes,,urban,1,8,female,unmarried,1221
1971,1221000503.0,4,yes,,yes,,urban,1,6,female,unmarried,1221
1982,1221000506.0,3,yes,0.0,yes,,urban,1,6,male,unmarried,1221
1986,1221000507.0,3,yes,,no,11.0,urban,1,7,male,unmarried,1221
1987,1221000507.0,4,yes,,no,6.0,urban,1,5,male,unmarried,1221
1991,1221000508.0,3,yes,,no,2.0,urban,1,11,male,unmarried,1221
1992,1221000508.0,4,yes,,no,,urban,1,9,male,unmarried,1221
1999,1221000510.0,4,yes,,no,,urban,1,13,male,unmarried,1221
2010,1221000601.0,4,yes,,yes,,urban,1,14,female,unmarried,1221
2014,1221000603.0,3,yes,,yes,,urban,1,5,male,unmarried,1221
2018,1221000604.0,4,no,,no,,urban,1,10,male,unmarried,1221
2021,1221000605.0,3,yes,12.0,yes,,urban,1,15,female,unmarried,1221
2022,1221000605.0,4,yes,6.0,yes,,urban,1,12,female,unmarried,1221
2023,1221000605.0,5,yes,7.0,yes,,urban,1,8,male,unmarried,1221
2026,1221000606.0,3,yes,0.0,yes,,urban,1,8,male,unmarried,1221
2027,1221000606.0,4,yes,,yes,,urban,1,6,female,unmarried,1221
2035,1221000607.0,7,no,,no,,urban,1,14,male,unmarried,1221
2049,1221000701.0,6,yes,,yes,,urban,1,11,male,unmarried,1221
2052,1221000702.0,3,no,4.0,no,,urban,1,10,male,unmarried,1221
2053,1221000702.0,4,yes,4.0,no,,urban,1,9,female,unmarried,1221
2054,1221000702.0,5,yes,1.0,no,,urban,1,7,female,unmarried,1221
2058,1221000703.0,4,yes,1.0,no,,urban,1,12,female,unmarried,1221
2059,1221000703.0,5,yes,0.0,no,,urban,1,8,female,unmarried,1221
2064,1221000704.0,5,yes,1.0,no,,urban,1,5,female,unmarried,1221
2069,1221000705.0,3,yes,0.0,no,,urban,1,5,male,unmarried,1221
2072,1221000706.0,3,yes,6.0,yes,,urban,1,14,male,unmarried,1221
2073,1221000706.0,4,yes,,yes,,urban,1,12,female,unmarried,1221
2076,1221000707.0,3,yes,5.0,no,2.0,urban,1,12,male,unmarried,1221
2085,1221000711.0,3,yes,0.0,no,,urban,1,13,female,unmarried,1221
2089,1221000711.0,7,yes,,yes,,urban,1,5,female,unmarried,1221
2093,1221000712.0,4,yes,8.0,no,,urban,1,7,male,unmarried,1221
2094,1221000712.0,5,yes,9.0,no,,urban,1,5,female,unmarried,1221
2102,1222000101.0,7,yes,12.0,no,,rural,1,13,female,unmarried,1222
2103,1222000101.0,8,yes,8.0,no,,rural,1,9,male,unmarried,1222
2106,1222000102.0,3,yes,10.0,yes,,rural,1,12,female,unmarried,1222
2107,1222000102.0,4,yes,8.0,yes,,rural,1,10,male,unmarried,1222
2108,1222000102.0,5,yes,5.0,yes,,rural,1,6,male,unmarried,1222
2112,1222000103.0,3,yes,,yes,,rural,1,12,female,unmarried,1222
2113,1222000103.0,4,yes,5.0,yes,,rural,1,10,female,unmarried,1222
2121,1222000105.0,6,yes,8.0,yes,,rural,1,15,male,unmarried,1222
2122,1222000105.0,7,yes,,yes,,rural,1,9,male,unmarried,1222
2135,1222000108.0,5,yes,10.0,no,,rural,1,13,male,unmarried,1222
2140,1222000109.0,4,no,14.0,no,,rural,1,14,female,unmarried,1222
2141,1222000109.0,5,yes,12.0,yes,,rural,1,11,male,unmarried,1222
2142,1222000109.0,6,no,12.0,no,,rural,1,8,male,unmarried,1222
2145,1222000110.0,3,yes,,yes,,rural,1,8,male,unmarried,1222
2146,1222000110.0,4,yes,13.0,yes,,rural,1,6,female,unmarried,1222
2154,1222000112.0,4,yes,10.0,yes,,rural,1,14,female,unmarried,1222
2159,1222000201.0,3,yes,,yes,,rural,1,12,male,unmarried,1222
2170,1222000203.0,4,yes,0.0,yes,,rural,1,13,female,unmarried,1222
2171,1222000203.0,5,yes,8.0,no,,rural,1,11,male,unmarried,1222
2172,1222000203.0,6,yes,10.0,no,,rural,1,7,male,unmarried,1222
2177,1222000204.0,5,yes,10.0,yes,,rural,1,14,male,unmarried,1222
2185,1222000206.0,4,yes,0.0,yes,,rural,1,14,male,unmarried,1222
2186,1222000206.0,5,yes,10.0,yes,,rural,1,11,male,unmarried,1222
2196,1222000208.0,3,yes,7.0,no,,rural,1,9,female,unmarried,1222
2197,1222000208.0,4,yes,0.0,no,,rural,1,7,male,unmarried,1222
2198,1222000208.0,5,yes,12.0,yes,,rural,1,5,male,unmarried,1222
2203,1222000210.0,4,yes,0.0,yes,,rural,1,15,female,unmarried,1222
2204,1222000210.0,6,no,1.0,no,,rural,1,11,male,unmarried,1222
2231,1311000104.0,3,no,,no,,urban,1,15,male,unmarried,1311
2239,1311000106.0,3,yes,10.0,yes,,urban,1,9,male,unmarried,1311
2240,1311000106.0,4,no,,no,,urban,1,7,female,unmarried,1311
2244,1311000107.0,3,yes,2.0,yes,,urban,1,13,female,unmarried,1311
2245,1311000107.0,4,yes,8.0,yes,,urban,1,11,female,unmarried,1311
2246,1311000107.0,5,yes,10.0,yes,,urban,1,10,male,unmarried,1311
2251,1311000108.0,5,no,4.0,no,,urban,1,15,male,unmarried,1311
2252,1311000108.0,6,yes,10.0,yes,,urban,1,13,male,unmarried,1311
2257,1311000109.0,5,yes,10.0,yes,,urban,1,13,male,unmarried,1311
2265,1311000111.0,3,yes,10.0,yes,,urban,1,10,female,unmarried,1311
2266,1311000111.0,4,yes,7.0,yes,,urban,1,7,female,unmarried,1311
2275,1311000201.0,3,yes,,yes,,urban,1,5,male,unmarried,1311
2279,1311000202.0,3,yes,10.0,yes,,urban,1,9,male,unmarried,1311
2280,1311000202.0,4,no,1.0,no,,urban,1,7,male,unmarried,1311
2281,1311000202.0,5,yes,,yes,,urban,1,6,male,unmarried,1311
2290,1311000204.0,5,no,10.0,no,,urban,1,15,male,unmarried,1311
2291,1311000204.0,6,no,6.0,no,,urban,1,12,male,unmarried,1311
2292,1311000204.0,7,yes,,yes,,urban,1,10,female,unmarried,1311
2293,1311000204.0,8,yes,10.0,yes,,urban,1,6,female,unmarried,1311
2296,1311000205.0,3,no,4.0,no,,urban,1,13,female,unmarried,1311
2297,1311000205.0,4,yes,1.0,yes,,urban,1,8,female,unmarried,1311
2298,1311000205.0,5,yes,,yes,,urban,1,6,male,unmarried,1311
2311,1311000210.0,3,no,0.0,no,,urban,1,15,male,unmarried,1311
2312,1311000210.0,4,no,,no,,urban,1,12,female,unmarried,1311
2313,1311000210.0,5,no,,no,,urban,1,9,female,unmarried,1311
2314,1311000210.0,6,no,13.0,no,,urban,1,6,male,unmarried,1311
2316,1311000211.0,2,no,13.0,no,,urban,1,5,male,unmarried,1311
2319,1311000212.0,2,no,10.0,no,,urban,1,12,female,unmarried,1311
2320,1311000212.0,3,yes,,yes,,urban,1,8,male,unmarried,1311
2321,1311000212.0,4,yes,,no,,urban,1,5,female,unmarried,1311
2326,1311000301.0,5,yes,1.0,no,,urban,1,14,male,unmarried,1311
2342,1311000306.0,3,yes,10.0,no,,urban,1,5,male,unmarried,1311
2347,1311000307.0,4,yes,,no,,urban,1,10,female,unmarried,1311
2348,1311000307.0,5,yes,,yes,,urban,1,5,female,unmarried,1311
2351,1311000308.0,3,yes,10.0,no,,urban,1,15,male,unmarried,1311
2352,1311000308.0,4,yes,0.0,no,,urban,1,13,male,unmarried,1311
2353,1311000308.0,5,yes,,yes,,urban,1,10,female,unmarried,1311
2354,1311000308.0,6,yes,,yes,,urban,1,7,male,unmarried,1311
2375,1311000401.0,5,yes,,yes,,urban,1,15,female,unmarried,1311
2378,1311000402.0,3,yes,6.0,yes,,urban,1,7,male,unmarried,1311
2382,1311000405.0,2,no,10.0,no,,urban,1,13,female,unmarried,1311
2383,1311000405.0,3,no,,no,,urban,1,11,male,unmarried,1311
2384,1311000405.0,4,yes,4.0,yes,,urban,1,7,female,unmarried,1311
2385,1311000405.0,5,yes,2.0,yes,,urban,1,6,female,unmarried,1311
2388,1311000406.0,3,no,7.0,no,,urban,1,13,female,unmarried,1311
2389,1311000406.0,4,yes,4.0,yes,,urban,1,12,female,unmarried,1311
2390,1311000406.0,5,yes,12.0,yes,,urban,1,11,female,unmarried,1311
2391,1311000406.0,6,yes,,yes,,urban,1,9,female,unmarried,1311
2394,1311000407.0,3,no,6.0,no,,urban,1,6,female,unmarried,1311
2402,1311000410.0,3,yes,7.0,yes,,urban,1,14,male,unmarried,1311
2403,1311000410.0,4,no,,no,,urban,1,13,female,unmarried,1311
2404,1311000410.0,5,yes,5.0,yes,,urban,1,10,female,unmarried,1311
2405,1311000410.0,6,no,6.0,no,,urban,1,6,female,unmarried,1311
2414,1311000501.0,3,no,,no,,urban,1,10,male,unmarried,1311
2415,1311000501.0,4,no,,no,,urban,1,6,female,unmarried,1311
2419,1311000503.0,3,no,3.0,no,,urban,1,9,male,unmarried,1311
2430,1311000506.0,3,yes,1.0,yes,,urban,1,8,male,unmarried,1311
2465,1311000601.0,7,no,,no,,urban,1,15,male,unmarried,1311
2469,1311000602.0,4,yes,3.0,no,,urban,1,13,female,unmarried,1311
2470,1311000602.0,5,yes,2.0,no,,urban,1,11,female,unmarried,1311
2471,1311000602.0,6,no,,no,,urban,1,8,female,unmarried,1311
2485,1311000605.0,4,yes,1.0,yes,,urban,1,15,male,unmarried,1311
2501,1311000609.0,3,no,10.0,no,,urban,1,15,male,unmarried,1311
2502,1311000609.0,4,no,,no,,urban,1,13,female,unmarried,1311
2503,1311000609.0,5,yes,3.0,yes,,urban,1,12,female,unmarried,1311
2504,1311000609.0,6,yes,2.0,yes,,urban,1,10,female,unmarried,1311
2505,1311000609.0,7,yes,1.0,yes,,urban,1,9,male,unmarried,1311
2506,1311000609.0,8,yes,0.0,yes,,urban,1,6,male,unmarried,1311
2514,1311000612.0,4,yes,,yes,,urban,1,15,male,unmarried,1311
2515,1311000612.0,5,yes,,no,,urban,1,13,male,unmarried,1311
2516,1311000612.0,6,yes,,yes,,urban,1,11,female,unmarried,1311
2519,1311000701.0,3,yes,9.0,yes,,urban,1,10,female,unmarried,1311
2520,1311000701.0,4,yes,,yes,,urban,1,8,male,unmarried,1311
2527,1311000702.0,6,yes,3.0,no,,urban,1,14,female,unmarried,1311
2533,1311000703.0,6,yes,0.0,yes,,urban,1,8,male,unmarried,1311
2534,1311000703.0,7,no,0.0,no,,urban,1,8,male,unmarried,1311
2541,1311000705.0,5,yes,13.0,yes,,urban,1,13,male,unmarried,1311
2552,1311000709.0,3,yes,2.0,yes,,urban,1,8,female,unmarried,1311
2555,1311000709.0,8,no,,no,,urban,1,5,male,unmarried,1311
2574,1311000802.0,4,yes,,yes,,urban,1,14,female,unmarried,1311
2575,1311000802.0,5,yes,,yes,,urban,1,11,male,unmarried,1311
2576,1311000802.0,6,no,9.0,no,,urban,1,7,female,unmarried,1311
2585,1311000805.0,3,no,,no,,urban,1,12,male,unmarried,1311
2595,1311000808.0,3,yes,1.0,yes,,urban,1,13,male,unmarried,1311
2596,1311000808.0,4,yes,,yes,,urban,1,12,male,unmarried,1311
2599,1311000809.0,2,no,2.0,no,,urban,1,14,female,unmarried,1311
2600,1311000809.0,3,yes,1.0,no,,urban,1,13,female,unmarried,1311
2601,1311000809.0,4,yes,0.0,no,,urban,1,12,male,unmarried,1311
2607,1311000811.0,4,yes,8.0,yes,,urban,1,15,female,unmarried,1311
2612,1311000812.0,2,no,,no,,urban,1,7,female,unmarried,1311
2617,1311000901.0,3,yes,0.0,no,,urban,1,12,male,unmarried,1311
2618,1311000901.0,4,no,,no,,urban,1,11,female,unmarried,1311
2623,1311000903.0,5,no,,no,,urban,1,14,male,unmarried,1311
2626,1311000906.0,3,no,0.0,no,,urban,1,15,female,unmarried,1311
2627,1311000906.0,4,no,,no,,urban,1,12,female,unmarried,1311
2628,1311000906.0,5,yes,,yes,,urban,1,11,female,unmarried,1311
2629,1311000906.0,6,yes,,yes,,urban,1,7,male,unmarried,1311
2635,1311000909.0,3,yes,14.0,yes,,urban,1,14,female,unmarried,1311
2650,1311001002.0,4,yes,,yes,,urban,1,12,female,unmarried,1311
2651,1311001002.0,5,no,14.0,no,,urban,1,10,male,unmarried,1311
2660,1311001004.0,3,yes,5.0,yes,,urban,1,13,female,unmarried,1311
2661,1311001004.0,4,yes,3.0,yes,,urban,1,11,male,unmarried,1311
2662,1311001004.0,5,yes,1.0,yes,,urban,1,9,male,unmarried,1311
2667,1311001006.0,5,no,2.0,no,,urban,1,12,female,unmarried,1311
2668,1311001006.0,6,no,10.0,no,,urban,1,8,male,unmarried,1311
2671,1311001008.0,3,no,1.0,no,,urban,1,13,male,unmarried,1311
2672,1311001008.0,4,yes,0.0,no,,urban,1,9,male,unmarried,1311
2673,1311001008.0,5,no,,no,,urban,1,6,male,unmarried,1311
2680,1311001010.0,3,yes,,no,,urban,1,11,female,unmarried,1311
2681,1311001010.0,4,yes,,yes,,urban,1,9,male,unmarried,1311
2682,1311001010.0,5,yes,6.0,yes,,urban,1,6,male,unmarried,1311
2689,1311001012.0,3,no,4.0,no,,urban,1,13,female,unmarried,1311
2690,1311001012.0,4,yes,0.0,yes,,urban,1,12,female,unmarried,1311
2691,1311001012.0,5,yes,0.0,yes,,urban,1,7,female,unmarried,1311
2696,1311001101.0,4,yes,,no,,urban,1,12,female,unmarried,1311
2707,1311001104.0,5,no,9.0,no,,urban,1,13,male,unmarried,1311
2719,1311001107.0,3,yes,,no,,urban,1,7,male,unmarried,1311
2725,1311001109.0,5,yes,8.0,yes,,urban,1,15,female,unmarried,1311
2731,1311001111.0,2,no,4.0,no,,urban,1,9,male,unmarried,1311
2732,1311001111.0,3,yes,1.0,no,,urban,1,6,female,unmarried,1311
2745,1311001203.0,4,no,3.0,no,,urban,1,13,male,unmarried,1311
2763,1311001209.0,2,yes,7.0,no,,urban,1,7,female,unmarried,1311
2764,1311001209.0,3,yes,5.0,yes,,urban,1,5,female,unmarried,1311
2771,1311001210.0,5,yes,5.0,yes,,urban,1,12,female,unmarried,1311
2774,1311001211.0,3,no,10.0,no,,urban,1,9,male,unmarried,1311
2775,1311001211.0,4,no,3.0,no,,urban,1,5,male,unmarried,1311
2790,1311001302.0,2,yes,,yes,,urban,1,12,female,unmarried,1311
2791,1311001302.0,3,yes,10.0,yes,,urban,1,10,female,unmarried,1311
2792,1311001302.0,4,yes,9.0,yes,,urban,1,8,male,unmarried,1311
2812,1311001307.0,3,yes,7.0,no,,urban,1,14,female,unmarried,1311
2813,1311001307.0,4,yes,3.0,no,,urban,1,12,male,unmarried,1311
2814,1311001307.0,5,yes,3.0,yes,,urban,1,7,male,unmarried,1311
2815,1311001307.0,6,yes,2.0,yes,,urban,1,6,female,unmarried,1311
2821,1311001309.0,4,yes,0.0,no,,urban,1,10,male,unmarried,1311
2822,1311001309.0,5,yes,0.0,yes,,urban,1,8,female,unmarried,1311
2825,1311001310.0,3,no,9.0,no,,urban,1,12,female,unmarried,1311
2826,1311001310.0,4,yes,7.0,no,,urban,1,11,male,unmarried,1311
2827,1311001310.0,5,no,4.0,no,,urban,1,10,male,unmarried,1311
2828,1311001310.0,6,yes,2.0,no,,urban,1,9,female,unmarried,1311
2829,1311001310.0,7,yes,0.0,yes,,urban,1,7,male,unmarried,1311
2830,1311001310.0,8,yes,,yes,,urban,1,5,female,unmarried,1311
2837,1311001401.0,3,yes,10.0,no,,urban,1,14,male,unmarried,1311
2838,1311001401.0,4,yes,10.0,yes,,urban,1,10,female,unmarried,1311
2839,1311001401.0,5,yes,8.0,yes,,urban,1,7,female,unmarried,1311
2846,1311001404.0,3,yes,,no,,urban,1,14,male,unmarried,1311
2847,1311001404.0,4,yes,11.0,no,,urban,1,13,female,unmarried,1311
2848,1311001404.0,5,yes,13.0,yes,,urban,1,12,female,unmarried,1311
2849,1311001404.0,6,yes,9.0,yes,,urban,1,5,male,unmarried,1311
2855,1311001406.0,4,yes,8.0,yes,,urban,1,15,female,unmarried,1311
2856,1311001406.0,5,yes,,yes,,urban,1,12,male,unmarried,1311
2857,1311001406.0,6,yes,0.0,yes,,urban,1,10,female,unmarried,1311
2858,1311001406.0,7,no,,no,,urban,1,8,female,unmarried,1311
2868,1311001408.0,3,yes,0.0,yes,,urban,1,14,female,unmarried,1311
2869,1311001408.0,4,yes,,yes,,urban,1,11,female,unmarried,1311
2870,1311001408.0,5,yes,4.0,yes,,urban,1,9,male,unmarried,1311
2871,1311001408.0,6,no,,no,,urban,1,7,female,unmarried,1311
2886,1311001412.0,5,yes,4.0,yes,,urban,1,14,female,unmarried,1311
2887,1311001412.0,6,yes,10.0,yes,,urban,1,13,female,unmarried,1311
2888,1311001412.0,7,yes,0.0,yes,,urban,1,12,male,unmarried,1311
2900,1311001502.0,5,yes,,yes,,urban,1,8,female,unmarried,1311
2909,1311001504.0,7,yes,,no,,urban,1,14,male,unmarried,1311
2917,1311001507.0,3,yes,9.0,yes,,urban,1,5,female,unmarried,1311
2924,1311001508.0,5,yes,5.0,yes,,urban,1,6,female,unmarried,1311
2930,1311001509.0,5,yes,,yes,,urban,1,12,male,unmarried,1311
2931,1311001509.0,6,yes,13.0,yes,,urban,1,5,male,unmarried,1311
2935,1311001510.0,4,no,,no,,urban,1,15,male,unmarried,1311
2936,1311001510.0,5,yes,,yes,,urban,1,14,female,unmarried,1311
2937,1311001510.0,6,yes,,yes,,urban,1,8,female,unmarried,1311
2942,1311001512.0,3,yes,13.0,yes,,urban,1,8,female,unmarried,1311
2943,1311001512.0,4,no,9.0,no,,urban,1,5,male,unmarried,1311
2957,1311001602.0,5,no,0.0,no,,urban,1,11,male,unmarried,1311
2960,1311001603.0,3,yes,,no,,urban,1,7,male,unmarried,1311
2961,1311001603.0,4,yes,,no,,urban,1,6,male,unmarried,1311
2966,1311001604.0,4,yes,,yes,,urban,1,13,male,unmarried,1311
2970,1311001605.0,3,no,,no,,urban,1,12,male,unmarried,1311
2973,1311001606.0,3,yes,9.0,no,,urban,1,6,female,unmarried,1311
2980,1311001607.0,6,yes,1.0,yes,,urban,1,13,male,unmarried,1311
